r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu
0,0,0,404176,7948,55764,0,0,0,8,964,266,0,43,57,0,0,0
0,0,0,404148,7956,55764,0,0,0,6,875,176,0,25,75,0,0,0
0,0,0,403736,7956,55764,0,0,0,4,547,103,0,8,92,0,0,0
3,0,0,403036,7956,55764,0,0,0,0,433,49,0,5,95,0,0,0
0,0,0,402556,7964,55764,0,0,0,12,503,89,0,8,92,0,0,0
1,0,0,402556,7964,55764,0,0,0,0,337,50,0,1,99,0,0,0
1,0,0,402544,7964,55768,0,0,0,8,1127,393,0,53,46,0,0,0
1,0,0,403740,7972,55768,0,0,0,6,1082,272,0,56,44,0,0,0
0,0,0,402460,7972,55768,0,0,0,0,718,156,0,16,84,0,0,0
0,0,0,404060,7972,55768,0,0,0,4,789,147,0,26,74,0,0,0
0,0,0,403516,7980,55768,0,0,0,12,498,82,0,7,93,0,0,0
1,0,0,403516,7980,55768,0,0,0,10,427,78,0,4,96,0,0,0
0,0,0,403732,7980,55772,0,0,0,0,725,119,0,20,80,0,0,0
2,0,0,403732,7980,55772,0,0,0,0,336,51,0,1,99,0,0,0
1,0,0,402332,7988,55776,0,0,0,6,1323,402,0,59,41,0,0,0
1,0,0,401984,7988,55776,0,0,0,0,1064,296,0,56,44,0,0,0
0,0,0,403840,7988,55776,0,0,0,0,763,172,0,24,75,0,0,0
0,0,0,404004,7996,55776,0,0,0,6,692,132,0,19,81,1,0,0
0,0,0,402856,7996,55776,0,0,0,0,439,77,0,6,94,0,0,0
1,0,0,402088,7996,55776,0,0,0,0,416,56,0,5,95,0,0,0
0,0,0,403660,8004,55776,0,0,0,6,435,96,0,4,96,0,0,0
1,0,0,403372,8004,55776,0,0,0,0,347,57,0,2,98,0,0,0
1,0,0,402300,8004,55780,0,0,0,0,1289,391,0,62,38,0,0,0
